# Train dataset 
# Seed: 28743

param m := 100;
param n := 4;
param nu := 0.5;

param y :=
1 1.0
2 1.0
3 -1.0
4 1.0
5 1.0
6 1.0
7 -1.0
8 1.0
9 -1.0
10 1.0
11 1.0
12 -1.0
13 -1.0
14 1.0
15 -1.0
16 1.0
17 1.0
18 1.0
19 -1.0
20 -1.0
21 1.0
22 1.0
23 1.0
24 -1.0
25 -1.0
26 -1.0
27 -1.0
28 1.0
29 1.0
30 -1.0
31 -1.0
32 1.0
33 -1.0
34 -1.0
35 -1.0
36 1.0
37 1.0
38 -1.0
39 -1.0
40 1.0
41 1.0
42 1.0
43 -1.0
44 -1.0
45 1.0
46 1.0
47 1.0
48 1.0
49 -1.0
50 -1.0
51 -1.0
52 -1.0
53 -1.0
54 1.0
55 1.0
56 1.0
57 -1.0
58 -1.0
59 -1.0
60 -1.0
61 -1.0
62 1.0
63 -1.0
64 1.0
65 -1.0
66 1.0
67 -1.0
68 1.0
69 -1.0
70 -1.0
71 -1.0
72 1.0
73 -1.0
74 1.0
75 1.0
76 1.0
77 -1.0
78 1.0
79 -1.0
80 1.0
81 -1.0
82 1.0
83 1.0
84 -1.0
85 1.0
86 -1.0
87 1.0
88 1.0
89 -1.0
90 1.0
91 -1.0
92 -1.0
93 -1.0
94 -1.0
95 -1.0
96 1.0
97 1.0
98 1.0
99 1.0
100 -1.0
;

param A: 1 2 3 4 :=
1 0.888 0.013 0.987 0.844
2 0.636 0.295 0.855 0.349
3 0.646 0.695 0.015 0.310
4 0.699 0.977 0.030 0.492
5 0.787 0.616 0.854 0.219
6 0.825 0.573 0.172 0.867
7 0.070 0.755 0.074 0.057
8 0.838 0.693 0.895 0.693
9 0.157 0.339 0.737 0.173
10 0.416 0.871 0.627 0.446
11 0.545 0.233 0.980 0.399
12 0.612 0.224 0.025 0.785
13 0.085 0.855 0.847 0.159
14 0.446 0.996 0.605 0.341
15 0.647 0.499 0.029 0.383
16 0.678 0.799 0.543 0.305
17 0.907 0.850 0.478 0.886
18 0.930 0.499 0.474 0.955
19 0.566 0.040 0.138 0.412
20 0.050 0.858 0.195 0.655
21 0.884 0.302 0.698 0.913
22 0.369 0.591 0.484 0.912
23 0.729 0.819 0.747 0.207
24 0.997 0.138 0.204 0.471
25 0.488 0.037 0.133 0.626
26 0.331 0.676 0.307 0.526
27 0.506 0.410 0.633 0.204
28 0.318 0.574 0.914 0.802
29 0.811 0.531 0.305 0.558
30 0.010 0.555 0.876 0.214
31 0.969 0.702 0.062 0.102
32 0.511 0.433 0.004 0.818
33 0.335 0.324 0.368 0.968
34 0.691 0.285 0.103 0.606
35 0.589 0.417 0.618 0.894
36 0.357 0.904 0.530 0.233
37 0.556 0.202 0.819 0.618
38 0.147 0.129 0.736 0.151
39 0.695 0.486 0.271 0.063
40 0.800 0.754 0.738 0.903
41 0.825 0.492 0.777 0.444
42 0.752 0.800 0.289 0.282
43 0.406 0.837 0.236 0.226
44 0.540 0.373 0.584 0.276
45 0.531 0.971 0.009 0.802
46 0.462 0.602 0.788 0.200
47 0.148 0.026 0.996 0.925
48 0.381 0.677 0.270 0.670
49 0.303 0.076 0.796 0.539
50 0.251 0.079 0.674 0.835
51 0.198 0.365 0.326 0.207
52 0.360 0.669 0.769 0.148
53 0.274 0.296 0.895 0.271
54 0.364 0.652 0.897 0.634
55 0.856 0.937 0.398 0.651
56 0.700 0.902 0.555 0.375
57 0.911 0.572 0.102 0.237
58 0.269 0.597 0.447 0.038
59 0.316 0.313 0.041 0.211
60 0.262 0.575 0.236 0.159
61 0.558 0.015 0.145 0.956
62 0.621 0.657 0.568 0.177
63 0.304 0.088 0.603 0.406
64 0.382 0.675 0.922 0.829
65 0.667 0.146 0.026 0.708
66 0.610 0.970 0.931 0.846
67 0.139 0.404 0.143 0.284
68 0.809 0.906 0.017 0.377
69 0.048 0.682 0.170 0.652
70 0.495 0.034 0.763 0.417
71 0.476 0.084 0.009 0.503
72 0.365 0.112 0.761 0.296
73 0.890 0.435 0.362 0.033
74 0.722 0.843 0.625 0.738
75 0.708 0.787 0.902 0.878
76 0.989 0.373 0.472 0.752
77 0.335 0.229 0.874 0.344
78 0.666 0.709 0.843 0.427
79 0.801 0.316 0.440 0.163
80 0.160 0.885 0.193 0.785
81 0.413 0.493 0.410 0.314
82 0.848 0.304 0.745 0.320
83 0.535 0.655 0.285 0.409
84 0.016 0.075 0.708 0.859
85 0.713 0.661 0.818 0.154
86 0.168 0.314 0.708 0.360
87 0.332 0.773 0.593 0.741
88 0.964 0.589 0.391 0.709
89 0.447 0.245 0.565 0.732
90 0.564 0.748 0.729 0.272
91 0.230 0.985 0.268 0.048
92 0.092 0.216 0.453 0.800
93 0.552 0.132 0.349 0.145
94 0.436 0.109 0.463 0.827
95 0.372 0.274 0.063 0.937
96 0.717 0.500 0.754 0.446
97 0.362 0.676 0.757 0.629
98 0.897 0.721 0.940 0.350
99 0.516 0.902 0.653 0.864
100 0.526 0.300 0.156 0.988
;
